game_id,tournament_slug,stage,round_number,packet_checksum,question_id,attempt_index,team_id,player_id,result,is_end,location_kind,word_index,option_index,token
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,1,0,team_0a92800e398c2_19caaa5231a,player_045a1644d13788_19caaa53fd7,correct,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,2,0,team_0a92800e398c2_19caaa5231a,,incorrect,1,end,,,BONUS
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,7,0,team_0a92800e398c2_19caaa5231a,player_973d000ae9a7c8_19caaa53fd7,incorrect,0,question,25,,an
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,11,0,team_0a92800e398c2_19caaa5231a,player_045a1644d13788_19caaa53fd7,correct,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,12,0,team_0a92800e398c2_19caaa5231a,,incorrect,1,end,,,BONUS
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,15,0,team_61792cfcfc8db_19caaa5231a,player_3794f417b76b58_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,15,1,team_0a92800e398c2_19caaa5231a,player_973d000ae9a7c8_19caaa53fd7,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,21,0,team_61792cfcfc8db_19caaa5231a,player_75a8fb355d539_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,23,0,team_61792cfcfc8db_19caaa5231a,player_3794f417b76b58_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,23,1,team_0a92800e398c2_19caaa5231a,player_1ad579101aac3_19caaa53fd7,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,25,0,team_61792cfcfc8db_19caaa5231a,player_3794f417b76b58_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,25,1,team_0a92800e398c2_19caaa5231a,player_973d000ae9a7c8_19caaa53fd7,correct,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,26,0,team_0a92800e398c2_19caaa5231a,,incorrect,1,end,,,BONUS
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,27,0,team_61792cfcfc8db_19caaa5231a,player_3794f417b76b58_19caaa529e6,correct,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,28,0,team_61792cfcfc8db_19caaa5231a,,incorrect,1,end,,,BONUS
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,29,0,team_61792cfcfc8db_19caaa5231a,player_3794f417b76b58_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,31,0,team_61792cfcfc8db_19caaa5231a,player_3794f417b76b58_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,31,1,team_0a92800e398c2_19caaa5231a,player_1ad579101aac3_19caaa53fd7,correct,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,32,0,team_0a92800e398c2_19caaa5231a,,correct,1,end,,,BONUS
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,33,0,team_61792cfcfc8db_19caaa5231a,player_75a8fb355d539_19caaa529e6,correct,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,34,0,team_61792cfcfc8db_19caaa5231a,,incorrect,1,end,,,BONUS
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,35,0,team_61792cfcfc8db_19caaa5231a,player_3794f417b76b58_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,37,0,team_61792cfcfc8db_19caaa5231a,player_4480a38c999c6_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,37,1,team_0a92800e398c2_19caaa5231a,player_973d000ae9a7c8_19caaa53fd7,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,39,0,team_61792cfcfc8db_19caaa5231a,player_3794f417b76b58_19caaa529e6,incorrect,1,end,,,END
20260301T182515Z_8d56x7a,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,39,1,team_0a92800e398c2_19caaa5231a,player_973d000ae9a7c8_19caaa53fd7,incorrect,1,end,,,END
20260301T182607Z_xibbrle,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,1,0,team_c832cb5bc52218_19caaa116ce,player_844c46ae52ea98_19caaa2d719,incorrect,0,question,4,,physical
20260301T182607Z_xibbrle,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,1,1,team_a8abac2a6e4d68_19caaa116ce,player_b943721b498be_19caaa2e8ea,correct,1,end,,,END
20260301T182607Z_xibbrle,johns-hopkins-invitational,double_elim,1,081aa6cc45a6d686044cf6ebf631152236ebc8e7d201485c9deb4b181d8e86ce,2,0,team_a8abac2a6e4d68_19caaa116ce,,correct,1,end,,,BONUS
